country,country_name,year,party,vote_share,seat_share,share_diff,seats,seats_total,elec_sys
IND,India,1984,BJP,7.4,0.6,-6.8,3,542,First-past-post
IND,India,1984,indep,8.1,0.9,-7.2,5,542,First-past-post
IND,India,1984,INC,48,76.6,28.6,415,542,First-past-post
NZL,New Zealand,1984,SC/DP,7.6,2.1,-5.5,2,95,First-past-post
NZL,New Zealand,1984,NZP,12.2,0,-12.2,0,95,First-past-post
NZL,New Zealand,1984,NP,35.9,38.9,3,37,95,First-past-post
NZL,New Zealand,1984,LP,43,58.9,15.9,56,95,First-past-post
SLB,Solomon Islands,1984,NDP/SILP,7.1,2.6,-4.5,1,38,First-past-post
SLB,Solomon Islands,1984,SAS,8.9,10.5,1.6,4,38,First-past-post
SLB,Solomon Islands,1984,SIUP,21.4,34.2,12.8,13,38,First-past-post
SLB,Solomon Islands,1984,PAP,23.2,31.6,8.4,12,38,First-past-post
SLB,Solomon Islands,1984,indep,35.3,21.1,-14.2,8,38,First-past-post
USA,United States of America,1984,Rep,46.8,41.8,-5,182,435,First-past-post
USA,United States of America,1984,Dem,52.4,58.2,5.8,253,435,First-past-post
BRB,Barbados,1986,BLP,40.4,11.1,-29.3,3,27,First-past-post
BRB,Barbados,1986,DLP,59.5,88.9,29.4,24,27,First-past-post
TTO,Trinidad and Tobago,1986,PNM,31.1,8.3,-22.8,3,36,First-past-post
TTO,Trinidad and Tobago,1986,NAR,67.3,91.7,24.4,33,36,First-past-post
USA,United States of America,1986,Rep,44.2,40.7,-3.5,177,435,First-past-post
USA,United States of America,1986,Dem,54.1,59.3,5.2,258,435,First-past-post
GBR,United Kingdom,1987,Lib,22.6,2.6,-20,17,650,First-past-post
GBR,United Kingdom,1987,Lab,30.8,35.2,4.4,229,650,First-past-post
GBR,United Kingdom,1987,Con,42.3,57.8,15.5,376,650,First-past-post
GMB,The Gambia,1987,NCP,27.6,13.9,-13.7,5,36,First-past-post
GMB,The Gambia,1987,PPP,56.6,86.1,29.5,31,36,First-past-post
NZL,New Zealand,1987,SC/DP,5.7,0,-5.7,0,97,First-past-post
NZL,New Zealand,1987,NP,44,40.2,-3.8,39,97,First-past-post
NZL,New Zealand,1987,LP,48,59.8,11.8,58,97,First-past-post
PNG,Papua New Guinea,1987,PAP,3.2,13.2,10,14,106,First-past-post
PNG,Papua New Guinea,1987,NP,5,9.4,4.4,10,106,First-past-post
PNG,Papua New Guinea,1987,MAP,5.6,6.6,1,7,106,First-past-post
PNG,Papua New Guinea,1987,PPP,6.4,9.4,3,10,106,First-past-post
PNG,Papua New Guinea,1987,PDM,10.9,24.5,13.6,26,106,First-past-post
PNG,Papua New Guinea,1987,PP/PNUP,14.9,25.5,10.6,27,106,First-past-post
PNG,Papua New Guinea,1987,indep,40.9,0,-40.9,0,106,First-past-post
CAN,Canada,1988,NDP,20.2,14.6,-5.6,43,295,First-past-post
CAN,Canada,1988,LP,31.7,28.1,-3.6,83,295,First-past-post
CAN,Canada,1988,PCP,42.7,57.3,14.6,169,295,First-past-post
FRA,France,1988,FN,9.8,0.2,-9.6,1,555,Two-round
FRA,France,1988,PCF,11.2,4.3,-6.9,24,555,Two-round
FRA,France,1988,UDF,18.8,23.4,4.6,130,555,Two-round
FRA,France,1988,RPR,19.2,22.2,3,123,555,Two-round
FRA,France,1988,PS,34.9,46.8,11.9,260,555,Two-round
USA,United States of America,1988,Rep,45.2,40.2,-5,175,435,First-past-post
USA,United States of America,1988,Dem,53.7,59.8,6.1,260,435,First-past-post
BWA,Botswana,1989,BNF,27,8.8,-18.2,3,34,First-past-post
BWA,Botswana,1989,BDP,64.8,91.2,26.4,31,34,First-past-post
IND,India,1989,indep,5.2,2.2,-3,12,543,First-past-post
IND,India,1989,CPI(M),6.6,6.1,-0.5,33,543,First-past-post
IND,India,1989,BJP,11.9,15.8,3.9,86,543,First-past-post
IND,India,1989,JD,17.7,26.2,8.5,142,543,First-past-post
IND,India,1989,INC,40.6,36.3,-4.3,197,543,First-past-post
JAM,Jamaica,1989,JLP,44.1,26.7,-17.4,16,60,First-past-post
JAM,Jamaica,1989,PNP,55.8,73.3,17.5,44,60,First-past-post
SLB,Solomon Islands,1989,NFP,0.8,7.9,7.1,3,38,First-past-post
SLB,Solomon Islands,1989,SILP,6,5.3,-0.7,2,38,First-past-post
SLB,Solomon Islands,1989,SIUP,18.1,10.5,-7.6,4,38,First-past-post
SLB,Solomon Islands,1989,PAP,19.2,60.5,41.3,23,38,First-past-post
SLB,Solomon Islands,1989,indep,55.7,10.5,-45.2,4,38,First-past-post
ARM,Armenia,1990,HHS,NA,22.8,NA,59,259,Two-round
ARM,Armenia,1990,CPA,NA,52.5,NA,136,259,Two-round
BLR,Belarus,1990,PKB,NA,100,NA,100,100,Two-round
LTU,Lithuania,1990,LSDP,NA,6.7,NA,9,135,Two-round
LTU,Lithuania,1990,LKP,NA,34.1,NA,46,135,Two-round
LTU,Lithuania,1990,indep,NA,47.4,NA,64,135,Two-round
LTU,Lithuania,1990,CPL/CPSU,NA,5.2,NA,7,135,Two-round
NZL,New Zealand,1990,NLP,5.2,1,-4.2,1,97,First-past-post
NZL,New Zealand,1990,Greens,6.8,0,-6.8,0,97,First-past-post
NZL,New Zealand,1990,LP,35.1,29.9,-5.2,29,97,First-past-post
NZL,New Zealand,1990,NP,47.8,69.1,21.3,67,97,First-past-post
USA,United States of America,1990,Rep,44,38.4,-5.6,167,435,First-past-post
USA,United States of America,1990,Dem,52,61.4,9.4,267,435,First-past-post
BGD,Bangladesh,1991,BAL,NA,28.9,NA,85,294,First-past-post
BGD,Bangladesh,1991,JEB,NA,6.1,NA,18,294,First-past-post
BGD,Bangladesh,1991,JD,NA,11.9,NA,35,294,First-past-post
BGD,Bangladesh,1991,BNP,NA,46.9,NA,138,294,First-past-post
BRB,Barbados,1991,BLP,43,35.7,-7.3,10,28,First-past-post
BRB,Barbados,1991,DLP,49.8,64.3,14.5,18,28,First-past-post
IND,India,1991,CPI(M),6.2,6.4,0.2,35,543,First-past-post
IND,India,1991,JD,11.8,10.9,-0.9,59,543,First-past-post
IND,India,1991,BJP,20.1,22.1,2,120,543,First-past-post
IND,India,1991,INC,36.5,42.7,6.2,232,543,First-past-post
TTO,Trinidad and Tobago,1991,NAR,24.5,5.6,-18.9,2,36,First-past-post
TTO,Trinidad and Tobago,1991,UNC,29.1,36.1,7,13,36,First-past-post
TTO,Trinidad and Tobago,1991,PNM,45,58.3,13.3,21,36,First-past-post
COM,Comoros,1992,URFC,5.3,0,-5.3,0,42,Two-round
COM,Comoros,1992,DPA,5.4,0,-5.4,0,42,Two-round
COM,Comoros,1992,CHUMA,6.2,7.1,0.9,3,42,Two-round
COM,Comoros,1992,PCDP,6.4,7.1,0.7,3,42,Two-round
COM,Comoros,1992,MB,6.7,7.1,0.4,3,42,Two-round
COM,Comoros,1992,FDC,8,0,-8,0,42,Two-round
COM,Comoros,1992,RACHADE,8.1,0,-8.1,0,42,Two-round
COM,Comoros,1992,indep,9.5,16.7,7.2,7,42,Two-round
COM,Comoros,1992,UDD,10.3,16.7,6.4,7,42,Two-round
COM,Comoros,1992,MDP,10.4,7.1,-3.3,3,42,Two-round
GBR,United Kingdom,1992,Lib,17.8,3.1,-14.7,20,651,First-past-post
GBR,United Kingdom,1992,Lab,34.9,41.6,6.7,271,651,First-past-post
GBR,United Kingdom,1992,Con,41.9,51.6,9.7,336,651,First-past-post
GMB,The Gambia,1992,NCP,NA,16.7,NA,6,36,First-past-post
GMB,The Gambia,1992,PPP,NA,69.4,NA,25,36,First-past-post
GMB,The Gambia,1992,Gpp,NA,5.6,NA,2,36,First-past-post
MLI,Mali,1992,PMD,2.7,4.7,2,6,129,Two-round
MLI,Mali,1992,PDP,5.1,1.6,-3.5,2,129,Two-round
MLI,Mali,1992,CNID,5.6,7,1.4,9,129,Two-round
MLI,Mali,1992,US-RDA,17.6,6.2,-11.4,8,129,Two-round
MLI,Mali,1992,ADEMA-PASJ,48.4,58.9,10.5,76,129,Two-round
PNG,Papua New Guinea,1992,PPP,2.9,9.2,6.3,10,109,First-past-post
PNG,Papua New Guinea,1992,PAP,4.7,11.9,7.2,13,109,First-past-post
PNG,Papua New Guinea,1992,PDM,7.8,13.8,6,15,109,First-past-post
PNG,Papua New Guinea,1992,PP/PNUP,9.3,20.2,10.9,22,109,First-past-post
PNG,Papua New Guinea,1992,indep,63.1,27.5,-35.6,30,109,First-past-post
USA,United States of America,1992,Rep,44.8,40.5,-4.3,176,435,First-past-post
USA,United States of America,1992,Dem,50,59.3,9.3,258,435,First-past-post
CAN,Canada,1993,NDP,6.9,3.1,-3.8,9,295,First-past-post
CAN,Canada,1993,BQ,13.5,18.3,4.8,54,295,First-past-post
CAN,Canada,1993,PCP,16,0.7,-15.3,2,295,First-past-post
CAN,Canada,1993,RPC,18.7,17.6,-1.1,52,295,First-past-post
CAN,Canada,1993,LP,41.3,60,18.7,177,295,First-past-post
COG,Republic of the Congo,1993,MCDDI,NA,22.4,NA,28,125,Two-round
COG,Republic of the Congo,1993,UPADS,NA,37.6,NA,47,125,Two-round
COG,Republic of the Congo,1993,PCT,NA,12,NA,15,125,Two-round
COG,Republic of the Congo,1993,RDSP,NA,8,NA,10,125,Two-round
FRA,France,1993,V,7.6,0,-7.6,0,577,Two-round
FRA,France,1993,PCF,9.2,4.2,-5,24,577,Two-round
FRA,France,1993,FN,12.4,0,-12.4,0,577,Two-round
FRA,France,1993,PS,17.6,9.5,-8.1,55,577,Two-round
FRA,France,1993,UDF,19.1,37.3,18.2,215,577,Two-round
FRA,France,1993,RPR,20.4,43,22.6,248,577,Two-round
JAM,Jamaica,1993,JLP,39.4,13.3,-26.1,8,60,First-past-post
JAM,Jamaica,1993,PNP,60.6,86.7,26.1,52,60,First-past-post
LSO,Lesotho,1993,BNP,22.6,0,-22.6,0,65,First-past-post
LSO,Lesotho,1993,BCP,74.8,100,25.2,65,65,First-past-post
NZL,New Zealand,1993,NZFP,8.4,2,-6.4,2,99,First-past-post
NZL,New Zealand,1993,A,18.2,2,-16.2,2,99,First-past-post
NZL,New Zealand,1993,LP,34.7,45.5,10.8,45,99,First-past-post
NZL,New Zealand,1993,NP,35,50.5,15.5,50,99,First-past-post
RUS,Russia,1993,DPR,5.5,3.4,-2.1,15,444,Two-round
RUS,Russia,1993,PRES,6.7,6.8,0.1,30,444,Two-round
RUS,Russia,1993,Yabloko,7.9,5.6,-2.3,25,444,Two-round
RUS,Russia,1993,APR,8,12.4,4.4,55,444,Two-round
RUS,Russia,1993,ZR,8.1,5.2,-2.9,23,444,Two-round
RUS,Russia,1993,KPRF,12.4,10.1,-2.3,45,444,Two-round
RUS,Russia,1993,DVR,15.5,17.1,1.6,76,444,Two-round
RUS,Russia,1993,LDPR,22.9,14.2,-8.7,63,444,Two-round
RUS,Russia,1993,indep,NA,10.6,NA,47,444,Two-round
SLB,Solomon Islands,1993,NAP,13.1,6.4,-6.7,3,47,First-past-post
SLB,Solomon Islands,1993,PAP,16.4,19.1,2.7,9,47,First-past-post
SLB,Solomon Islands,1993,NURPP,23,42.6,19.6,20,47,First-past-post
SLB,Solomon Islands,1993,indep,27.3,8.5,-18.8,4,47,First-past-post
BRB,Barbados,1994,NDP,12.1,3.6,-8.5,1,28,First-past-post
BRB,Barbados,1994,DLP,38.8,28.6,-10.2,8,28,First-past-post
BRB,Barbados,1994,BLP,48.8,67.9,19.1,19,28,First-past-post
BWA,Botswana,1994,BNF,37.1,32.5,-4.6,13,40,First-past-post
BWA,Botswana,1994,BDP,54.4,67.5,13.1,27,40,First-past-post
MDA,Moldova,1994,CDPP,7.5,8.7,1.2,9,104,Two-round
MDA,Moldova,1994,BTI,9.2,10.6,1.4,11,104,Two-round
MDA,Moldova,1994,Electoral Bl...,22,26.9,4.9,28,104,Two-round
MDA,Moldova,1994,PDAM,43.2,53.8,10.6,56,104,Two-round
MDA,Moldova,1994,PSM,NA,NA,NA,NA,NA,Two-round
MDA,Moldova,1994,MUE,NA,NA,NA,NA,NA,Two-round
NPL,Nepal,1994,RPP,17.9,9.8,-8.1,20,205,First-past-post
NPL,Nepal,1994,CPN-UML,30.8,42.9,12.1,88,205,First-past-post
NPL,Nepal,1994,NC,33.4,40.5,7.1,83,205,First-past-post
UKR,Ukraine,1994,Rukh,5.5,4.4,-1.1,20,450,Two-round
UKR,Ukraine,1994,KPU,13.6,19.1,5.5,86,450,Two-round
UKR,Ukraine,1994,indep,54.9,37.3,-17.6,168,450,Two-round
UKR,Ukraine,1994,tech,NA,24.9,NA,112,450,Two-round
USA,United States of America,1994,Dem,44.8,46.9,2.1,204,435,First-past-post
USA,United States of America,1994,Rep,51.5,52.9,1.4,230,435,First-past-post
BLR,Belarus,1995,PKB,NA,21.2,NA,42,198,Two-round
BLR,Belarus,1995,AP,NA,16.7,NA,33,198,Two-round
BLR,Belarus,1995,indep,NA,48,NA,95,198,Two-round
TTO,Trinidad and Tobago,1995,UNC,45.8,47.2,1.4,17,36,First-past-post
TTO,Trinidad and Tobago,1995,PNM,48.8,47.2,-1.6,17,36,First-past-post
TZA,Tanzania,1995,CCW,5,10.2,5.2,28,275,First-past-post
TZA,Tanzania,1995,Chadema,6.2,1.5,-4.7,4,275,First-past-post
TZA,Tanzania,1995,NCCR-Ma,21.8,6.9,-14.9,19,275,First-past-post
TZA,Tanzania,1995,CCM,59.2,77.8,18.6,214,275,First-past-post
BGD,Bangladesh,1996,BAL,NA,48.7,NA,146,300,First-past-post
BGD,Bangladesh,1996,JD,NA,10.7,NA,32,300,First-past-post
BGD,Bangladesh,1996,BNP,NA,38.7,NA,116,300,First-past-post
GHA,Ghana,1996,NDC,NA,66.8,NA,133,199,First-past-post
GHA,Ghana,1996,NPP,NA,30.2,NA,60,199,First-past-post
IND,India,1996,BSP,4,2,-2,11,543,First-past-post
IND,India,1996,CPI(M),6.1,5.9,-0.2,32,543,First-past-post
IND,India,1996,indep,6.3,1.7,-4.6,9,543,First-past-post
IND,India,1996,JD,8.1,8.5,0.4,46,543,First-past-post
IND,India,1996,BJP,20.3,29.7,9.4,161,543,First-past-post
IND,India,1996,INC,28.8,25.8,-3,140,543,First-past-post
MNG,Mongolia,1996,MAN,39,32.9,-6.1,25,76,Two-round
MNG,Mongolia,1996,NA,45,NA,NA,NA,NA,Two-round
MNG,Mongolia,1996,AN,NA,43.4,NA,33,76,Two-round
MNG,Mongolia,1996,MSDP,NA,15.8,NA,12,76,Two-round
USA,United States of America,1996,Rep,47.8,52.2,4.4,227,435,First-past-post
USA,United States of America,1996,Dem,48.1,47.6,-0.5,207,435,First-past-post
ZMB,Zambia,1996,NP,7.2,3.3,-3.9,5,150,First-past-post
ZMB,Zambia,1996,ZDC,14.1,1.3,-12.8,2,150,First-past-post
ZMB,Zambia,1996,MMD,60.1,87.3,27.2,131,150,First-past-post
CAN,Canada,1997,BQ,10.7,14.6,3.9,44,301,First-past-post
CAN,Canada,1997,NDP,11.1,7,-4.1,21,301,First-past-post
CAN,Canada,1997,PCP,18.8,6.6,-12.2,20,301,First-past-post
CAN,Canada,1997,RPC,19.4,19.9,0.5,60,301,First-past-post
CAN,Canada,1997,LP,38.5,51.5,13,155,301,First-past-post
FRA,France,1997,droite,6.6,1,-5.6,6,577,Two-round
FRA,France,1997,V,6.8,1.4,-5.4,8,577,Two-round
FRA,France,1997,PCF,9.9,6.8,-3.1,39,577,Two-round
FRA,France,1997,UDF,14.2,19.2,5,111,577,Two-round
FRA,France,1997,FN,14.9,0.2,-14.7,1,577,Two-round
FRA,France,1997,RPR,15.7,24.1,8.4,139,577,Two-round
FRA,France,1997,PS,23.5,43.7,20.2,252,577,Two-round
GBR,United Kingdom,1997,Lib,16.8,7,-9.8,46,659,First-past-post
GBR,United Kingdom,1997,Con,30.7,25,-5.7,165,659,First-past-post
GBR,United Kingdom,1997,Lab,43.2,63.6,20.4,419,659,First-past-post
JAM,Jamaica,1997,JLP,40,16.7,-23.3,10,60,First-past-post
JAM,Jamaica,1997,PNP,55,83.3,28.3,50,60,First-past-post
MLI,Mali,1997,PARENA,7.1,5.4,-1.7,8,147,Two-round
MLI,Mali,1997,ADEMA-PASJ,62.8,87.1,24.3,128,147,Two-round
PAK,Pakistan,1997,MQM / HPG,4,5.8,1.8,12,207,First-past-post
PAK,Pakistan,1997,indep,14.1,10.1,-4,21,207,First-past-post
PAK,Pakistan,1997,PPP,21.8,8.7,-13.1,18,207,First-past-post
PAK,Pakistan,1997,PML(N),45.9,64.7,18.8,134,207,First-past-post
PNG,Papua New Guinea,1997,PP/PNUP,5.3,11.9,6.6,13,109,First-past-post
PNG,Papua New Guinea,1997,PPP,6.5,14.7,8.2,16,109,First-past-post
PNG,Papua New Guinea,1997,NAP,6.5,5.5,-1,6,109,First-past-post
PNG,Papua New Guinea,1997,indep,61.4,33,-28.4,36,109,First-past-post
SLB,Solomon Islands,1997,indep,NA,12,NA,6,50,First-past-post
SLB,Solomon Islands,1997,NAP,NA,10,NA,5,50,First-past-post
SLB,Solomon Islands,1997,NURPP,NA,42,NA,21,50,First-past-post
SLB,Solomon Islands,1997,PAP,NA,14,NA,7,50,First-past-post
SLB,Solomon Islands,1997,SIUP,NA,8,NA,4,50,First-past-post
SLB,Solomon Islands,1997,SILP,NA,8,NA,4,50,First-past-post
ECU,Ecuador,1998,MPD,4.3,1.7,-2.6,2,121,First-past-post
ECU,Ecuador,1998,PCE,5.2,2.5,-2.7,3,121,First-past-post
ECU,Ecuador,1998,MUPP-NP,9.2,5.8,-3.4,7,121,First-past-post
ECU,Ecuador,1998,ID,15.4,14,-1.4,17,121,First-past-post
ECU,Ecuador,1998,PRE,17.8,19.8,2,24,121,First-past-post
ECU,Ecuador,1998,UDC/DP,19,26.4,7.4,32,121,First-past-post
ECU,Ecuador,1998,PSC,23.8,22.3,-1.5,27,121,First-past-post
IND,India,1998,SP,4.9,3.7,-1.2,20,543,First-past-post
IND,India,1998,CPI(M),5.2,5.9,0.7,32,543,First-past-post
IND,India,1998,BJP,25.5,33.5,8,182,543,First-past-post
IND,India,1998,INC,25.9,26,0.1,141,543,First-past-post
USA,United States of America,1998,Dem,47.1,48.5,1.4,211,435,First-past-post
USA,United States of America,1998,Rep,48,51.3,3.3,223,435,First-past-post
BRB,Barbados,1999,DLP,35,7.1,-27.9,2,28,First-past-post
BRB,Barbados,1999,BLP,65,92.9,27.9,26,28,First-past-post
BWA,Botswana,1999,BCP,12,2.5,-9.5,1,40,First-past-post
BWA,Botswana,1999,BNF,26,15,-11,6,40,First-past-post
BWA,Botswana,1999,BDP,57,82.5,25.5,33,40,First-past-post
IND,India,1999,TDP,3.7,5.3,1.6,29,543,First-past-post
IND,India,1999,CPI(M),5.4,6.1,0.7,33,543,First-past-post
IND,India,1999,BJP,23.8,33.5,9.7,182,543,First-past-post
IND,India,1999,INC,28.3,21,-7.3,114,543,First-past-post
MWI,Malawi,1999,AFORD,10.6,15,4.4,29,193,First-past-post
MWI,Malawi,1999,MCP,33.8,34.2,0.4,66,193,First-past-post
MWI,Malawi,1999,UDF,47.3,48.2,0.9,93,193,First-past-post
NPL,Nepal,1999,RPP,10.4,5.5,-4.9,11,201,First-past-post
NPL,Nepal,1999,CPN-UML,31.6,33.8,2.2,68,201,First-past-post
NPL,Nepal,1999,NC,37.2,54.7,17.5,110,201,First-past-post
CAN,Canada,2000,NDP,8.5,4.3,-4.2,13,301,First-past-post
CAN,Canada,2000,BQ,10.7,12.6,1.9,38,301,First-past-post
CAN,Canada,2000,PCP,12.2,4,-8.2,12,301,First-past-post
CAN,Canada,2000,RPC,25.5,21.9,-3.6,66,301,First-past-post
CAN,Canada,2000,LP,40.9,57.1,16.2,172,301,First-past-post
HTI,Haiti,2000,FL,NA,87.8,NA,72,82,Two-round
MNG,Mongolia,2000,MAN,NA,94.7,NA,72,76,Two-round
TTO,Trinidad and Tobago,2000,UNC,45.8,52.8,7,19,36,First-past-post
TTO,Trinidad and Tobago,2000,PNM,48.8,44.4,-4.4,16,36,First-past-post
TZA,Tanzania,2000,Chadema,4.2,1.7,-2.5,5,295,First-past-post
TZA,Tanzania,2000,UDP,4.4,1.4,-3,4,295,First-past-post
TZA,Tanzania,2000,TLP,9.2,1.7,-7.5,5,295,First-past-post
TZA,Tanzania,2000,CCW,12.5,7.5,-5,22,295,First-past-post
TZA,Tanzania,2000,CCM,65.2,87.5,22.3,258,295,First-past-post
USA,United States of America,2000,Rep,47,50.8,3.8,221,435,First-past-post
USA,United States of America,2000,Dem,47.3,48.7,1.4,212,435,First-past-post
BGD,Bangladesh,2001,JD,7.5,4.7,-2.8,14,298,First-past-post
BGD,Bangladesh,2001,BAL,40.1,20.8,-19.3,62,298,First-past-post
BGD,Bangladesh,2001,BNP,41,64.8,23.8,193,298,First-past-post
CIV,Ivory Coast,2001,FPI,NA,43,NA,96,223,First-past-post
CIV,Ivory Coast,2001,PDCI-RDA,NA,42.2,NA,94,223,First-past-post
GBR,United Kingdom,2001,UKIP,1.5,0,-1.5,0,659,First-past-post
GBR,United Kingdom,2001,Lib,18.3,7.9,-10.4,52,659,First-past-post
GBR,United Kingdom,2001,Con,31.7,25.2,-6.5,166,659,First-past-post
GBR,United Kingdom,2001,Lab,40.7,62.5,21.8,412,659,First-past-post
TTO,Trinidad and Tobago,2001,UNC,46.6,44.4,-2.2,16,36,First-past-post
TTO,Trinidad and Tobago,2001,PNM,50.7,55.6,4.9,20,36,First-past-post
ZMB,Zambia,2001,UNIP,10.6,8.7,-1.9,13,150,First-past-post
ZMB,Zambia,2001,FDD,15.6,8,-7.6,12,150,First-past-post
ZMB,Zambia,2001,UPND,23.9,32.7,8.8,49,150,First-past-post
ZMB,Zambia,2001,MMD,28,46,18,69,150,First-past-post
FRA,France,2002,FN,11.3,0,-11.3,0,577,Two-round
FRA,France,2002,PS,24.1,24.4,0.3,141,577,Two-round
FRA,France,2002,UMP,33.3,61.7,28.4,356,577,Two-round
JAM,Jamaica,2002,JLP,47,43.3,-3.7,26,60,First-past-post
JAM,Jamaica,2002,PNP,52.4,56.7,4.3,34,60,First-past-post
MLI,Mali,2002,RPM,NA,33.3,NA,46,138,Two-round
MLI,Mali,2002,ADEMA-PASJ,NA,38.4,NA,53,138,Two-round
MLI,Mali,2002,CNID,NA,9.4,NA,13,138,Two-round
PNG,Papua New Guinea,2002,indep,NA,15.6,NA,17,109,First-past-post
PNG,Papua New Guinea,2002,PP/PNUP,NA,5.5,NA,6,109,First-past-post
PNG,Papua New Guinea,2002,PPP,NA,7.3,NA,8,109,First-past-post
PNG,Papua New Guinea,2002,PDM,NA,11,NA,12,109,First-past-post
PNG,Papua New Guinea,2002,NAP,NA,17.4,NA,19,109,First-past-post
SLE,Sierra Leone,2002,APC,19.8,24.1,4.3,27,112,First-past-post
SLE,Sierra Leone,2002,SLPP,69.9,74.1,4.2,83,112,First-past-post
TTO,Trinidad and Tobago,2002,UNC,46.6,44.4,-2.2,16,36,First-past-post
TTO,Trinidad and Tobago,2002,PNM,50.7,55.6,4.9,20,36,First-past-post
USA,United States of America,2002,Dem,45,47.2,2.2,205,434,First-past-post
USA,United States of America,2002,Rep,49.7,52.5,2.8,228,434,First-past-post
BRB,Barbados,2003,DLP,44.1,23.3,-20.8,7,30,First-past-post
BRB,Barbados,2003,BLP,55.8,76.7,20.9,23,30,First-past-post
NGA,Nigeria,2003,AD,9.3,9.4,0.1,34,360,First-past-post
NGA,Nigeria,2003,ANPP,27.4,26.7,-0.7,96,360,First-past-post
NGA,Nigeria,2003,PDP,54.5,61.9,7.4,223,360,First-past-post
BWA,Botswana,2004,BCP,16.6,1.8,-14.8,1,57,First-past-post
BWA,Botswana,2004,BNF,26.1,21.1,-5,12,57,First-past-post
BWA,Botswana,2004,BDP,51.7,77.2,25.5,44,57,First-past-post
CAN,Canada,2004,BQ,12.4,17.5,5.1,54,308,First-past-post
CAN,Canada,2004,NDP,15.7,6.2,-9.5,19,308,First-past-post
CAN,Canada,2004,CPC,29.6,32.1,2.5,99,308,First-past-post
CAN,Canada,2004,LP,36.7,43.8,7.1,135,308,First-past-post
COM,Comoros,2004,CRC,NA,18.2,NA,6,33,Two-round
COM,Comoros,2004,CdIA,NA,36.4,NA,12,33,Two-round
COM,Comoros,2004,PCDP,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,RND,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,MDP,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,CHUMA,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,FDC,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,tech,NA,45.5,NA,15,33,Two-round
GHA,Ghana,2004,NDC,40.9,40.9,0,94,230,First-past-post
GHA,Ghana,2004,NPP,55.6,55.7,0.1,128,230,First-past-post
IND,India,2004,SP,4.3,6.8,2.5,37,543,First-past-post
IND,India,2004,BSP,5.3,3.3,-2,18,543,First-past-post
IND,India,2004,CPI(M),5.7,7.9,2.2,43,543,First-past-post
IND,India,2004,BJP,22.2,25.2,3,137,543,First-past-post
IND,India,2004,INC,26.5,26.9,0.4,146,543,First-past-post
MNG,Mongolia,2004,Motherland-D...,44.3,NA,NA,NA,NA,Two-round
MNG,Mongolia,2004,MAN,48.2,47.4,-0.8,36,76,Two-round
MNG,Mongolia,2004,AN,NA,32.9,NA,25,76,Two-round
MNG,Mongolia,2004,IZN,NA,2.6,NA,2,76,Two-round
MNG,Mongolia,2004,EON/MASSN`,NA,9.2,NA,7,76,Two-round
MWI,Malawi,2004,RP,7.3,7.8,0.5,15,193,First-past-post
MWI,Malawi,2004,NDA,8.1,4.7,-3.4,9,193,First-past-post
MWI,Malawi,2004,indep,24.2,20.7,-3.5,40,193,First-past-post
MWI,Malawi,2004,MCP,24.9,29.5,4.6,57,193,First-past-post
MWI,Malawi,2004,UDF,25.3,25.4,0.1,49,193,First-past-post
USA,United States of America,2004,Dem,46.5,46.7,0.2,203,435,First-past-post
USA,United States of America,2004,Rep,49.3,53.1,3.8,231,435,First-past-post
GBR,United Kingdom,2005,UKIP,2.2,0,-2.2,0,646,First-past-post
GBR,United Kingdom,2005,Lib,22,9.6,-12.4,62,646,First-past-post
GBR,United Kingdom,2005,Con,32.4,30.7,-1.7,198,646,First-past-post
GBR,United Kingdom,2005,Lab,35.2,55,19.8,355,646,First-past-post
TZA,Tanzania,2005,Chadema,8.2,3.4,-4.8,11,323,First-past-post
TZA,Tanzania,2005,CCW,14.2,9.6,-4.6,31,323,First-past-post
TZA,Tanzania,2005,CCM,70,85.1,15.1,275,323,First-past-post
CAN,Canada,2006,BQ,10.5,16.6,6.1,51,308,First-past-post
CAN,Canada,2006,NDP,17.5,9.4,-8.1,29,308,First-past-post
CAN,Canada,2006,LP,30.2,33.4,3.2,103,308,First-past-post
CAN,Canada,2006,CPC,36.3,40.3,4,124,308,First-past-post
SLB,Solomon Islands,2006,indep,NA,60,NA,30,50,First-past-post
SLB,Solomon Islands,2006,PAP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2006,SIPRA,NA,8,NA,4,50,First-past-post
SLB,Solomon Islands,2006,DP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2006,NP,NA,8,NA,4,50,First-past-post
USA,United States of America,2006,Rep,44.3,46.4,2.1,202,435,First-past-post
USA,United States of America,2006,Dem,52.3,53.6,1.3,233,435,First-past-post
ZMB,Zambia,2006,UDA,22.5,17.3,-5.2,26,150,First-past-post
ZMB,Zambia,2006,PF,23,28.7,5.7,43,150,First-past-post
ZMB,Zambia,2006,MMD,39.1,50,10.9,75,150,First-past-post
ZMB,Zambia,2006,FDD,NA,NA,NA,NA,NA,First-past-post
ZMB,Zambia,2006,UNIP,NA,NA,NA,NA,NA,First-past-post
